Join_Count,TARGET_FID,STATEFP,COUNTYFP,COUNTYNS,GEOIDFQ,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME_1,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME,RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,LOCATION_1,CATEGORY,PATTERN,PERC_HOT,PERC_COLD,TREND_Z,TREND_P,TREND_BIN,SUM_VALUE,MIN_VALUE,MAX_VALUE,MEAN_VALUE,STD_VALUE,MED_VALUE,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area,
4,46,12,63,295734,0500000US12063,12063,Jackson,Jackson County,FL,Florida,6,2378205370,94103479,12,Florida,FL,12063,Jackson County,12063,"Jackson County, Florida",918.2298494,47704,0,20022,74,16880,324,12622,1117,804,248,3625,460,5496,573,4037,508,10058,123,8922,64,8277,649,1439,267,523,170,16599,140,145,62,5579,383,203,97,873,178,7108,89,31.2,2.8,4.7,1.5,21.5,2.7,15.8,1.6,9.8,1.2,21.1,0.3,18.7,0.1,20.1,1.6,8.5,1.6,1.2,0.4,34.8,0.3,0.7,0.3,27.9,1.9,1.2,0.5,5.2,1,14.9,0.2,0.803,0.3636,0.2576,0.697,0.1515,2.2727,0.4091,0.5152,0.4091,0.7727,0.9545,0.3182,2.9697,0.8333,0.6061,0.6061,0.6061,0.1364,0.6515,0.0606,0.5758,0.9242,2.3485,0.3636,8.197,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,47446,3527,392,12216,307,2457,0,270,95,169,91,91,98,1315,355,81,86,20.9,2.3,25.6,0.6,5.2,0,0.6,0.2,0.4,0.2,0.2,0.2,2.8,0.7,0.2,0.2,County,State,Florida,FL,12063,Jackson County,1794,1034,Jackson County,county,FL,FL,0,12,63,159937.2573,162692.6829,166434.4513,169948.2997,172901.4845,176371.8587,179055.9173,180991.0146,180920.346,180196.2779,179050.0265,177395.1597,117,0,No Pattern Detected,0,0,-1.537999598,0.124048713,0,2,0,1,0.066666667,0.249443826,0,32186.9442,64749961.06,2.225262861,0.233010193,
63,47,12,21,295754,0500000US12021,12021,Collier,Collier County,FL,Florida,6,5171811319,1575210652,12,Florida,FL,12021,Collier County,12021,"Collier County, Florida",1996.846694,380221,0,229814,119,156768,2091,65160,3984,7238,1152,44957,1907,30512,1774,44493,2538,124784,76,63332,20,43042,1751,6635,830,27041,1891,146312,634,63061,2047,11189,876,6256,676,7270,949,4502,70,17.3,1.1,4.3,0.7,28.7,1.2,10.5,0.6,11.8,0.7,32.8,0.1,16.7,0.1,11.4,0.5,4.2,0.5,7.4,0.5,38.5,0.2,27.4,0.9,4.9,0.4,4,0.3,4.6,0.6,1.2,0,0.1364,0.1818,0.7273,0.4242,0.4697,1.9394,0.2273,0.9091,0.1818,0.0909,0.1515,0.9242,2.2575,0.3636,0.697,0.697,0.697,0.9697,0.1212,0.8182,0.3939,0.1818,2.4848,0.4545,7.3787,0.3788,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,3,378225,14560,1215,24232,722,108822,0,5338,362,227,147,4,8,6825,944,864,463,9.3,0.7,6.4,0.2,28.6,0,1.4,0.1,0.1,0.1,0,0.1,1.8,0.2,0.2,0.1,County,State,Florida,FL,12021,Collier County,1638,191,Collier County,county,FL,FL,"Naples-Marco Island, FL",12,21,504474.4277,520204.5235,539439.0296,560100.6807,579710.7912,595943.1894,604714.2412,607240.3418,604475.5609,601701.215,599817.452,599377.4654,5502,-7,Oscillating Cold Spot,20,60,-1.054356212,0.291719877,0,3,0,1,0.1,0.3,0,32186.9444,64749961.86,3.379537634,0.491605717,
32,48,12,11,295753,0500000US12011,12011,Broward,Broward County,FL,Florida,6,3115520735,273292460,12,Florida,FL,12011,Broward County,12011,"Broward County, Florida",1202.908789,1940907,0,859621,309,741973,2621,402237,10517,60132,2324,271861,4969,138313,3625,268016,7560,335342,93,405002,18,213876,4286,51275,2117,136524,4382,1299607,2328,307284,4134,23268,1514,32926,1463,51202,1998,18434,226,20.9,0.5,5.8,0.2,36.6,0.7,10,0.3,13.9,0.4,17.3,0.1,20.9,0.1,11.1,0.2,6.9,0.3,7.4,0.2,67,0.1,35.8,0.5,2.7,0.2,4.4,0.2,6.9,0.3,0.9,0,0.3485,0.6818,0.9697,0.4091,0.7424,3.1515,0.8333,0.2576,0.7273,0.0455,0.6667,0.9242,2.6213,0.6515,0.9394,0.9394,0.9394,0.9848,0.0303,0.8485,0.7879,0.0455,2.697,0.5606,9.4092,0.8636,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,1844999,75275,2582,534904,3222,610462,0,69448,1152,2695,375,1037,151,65843,3711,15218,1590,10.1,0.3,27.6,0.2,31.5,0,3.6,0.1,0.1,0.1,0.1,0.1,3.4,0.2,0.8,0.1,County,State,Florida,FL,12011,Broward County,1561,17,Broward County,county,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",12,11,355580.4084,362801.876,370805.0704,379572.418,388107.5029,396321.6189,402316.2288,405964.9425,407280.8801,408125.0969,409448.6877,411116.7181,5693,-6,Sporadic Cold Spot,0,40,-0.017904785,0.985714812,0,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.339637545,0.286415258,
11,49,12,61,307624,0500000US12061,12061,Indian River,Indian River County,FL,Florida,6,1301540085,295514461,12,Florida,FL,12061,Indian River County,12061,"Indian River County, Florida",502.5272299,160986,0,83801,57,65735,1015,29520,2703,3931,742,16341,1045,10785,1135,17740,1575,54589,108,24668,41,25769,1533,2894,509,2698,657,42692,552,11918,870,5953,588,795,249,2854,506,1672,30,18.5,1.7,5.9,1.1,24.9,1.5,8.6,0.9,11.1,1,33.9,0.1,15.3,0.1,16.2,1,4.4,0.8,1.7,0.4,26.5,0.3,14.2,1,7.1,0.7,1.2,0.3,4.3,0.8,1,0,0.2424,0.7576,0.5,0.2727,0.3333,2.106,0.3485,0.9242,0.0909,0.4545,0.2273,0.4848,2.1817,0.2424,0.3333,0.3333,0.3333,0.7121,0.2273,0.0606,0.303,0.0909,1.3939,0.0606,6.0149,0.1667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,155350,8467,890,13139,720,21240,0,2446,335,470,138,55,81,4438,964,904,390,12.9,1.4,8.2,0.4,13.2,0,1.5,0.2,0.3,0.1,0,0.1,2.8,0.6,0.6,0.2,County,State,Florida,FL,12061,Indian River County,3168,423,Indian River County,county,FL,FL,"Sebastian-Vero Beach, FL",12,61,327196.0737,335526.5715,344922.4868,354678.3349,364077.0037,372764.8992,378723.0113,381691.6608,381981.17,381270.807,380469.2343,379379.9107,3905,0,No Pattern Detected,26.66666667,46.66666667,-0.0893237,0.928824659,0,6,0,1,0.2,0.4,0,32186.9444,64749961.86,1.613008717,0.127834513,
28,50,12,5,295738,0500000US12005,12005,Bay,Bay County,FL,Florida,6,1964760713,1834028527,12,Florida,FL,12005,Bay County,12005,"Bay County, Florida",758.5980385,181055,0,104428,65,74678,1150,37349,2376,3575,499,22029,1303,12469,960,24179,1838,32777,109,37708,0,34286,1588,5011,571,3099,560,45312,567,21822,1201,12296,872,2098,402,2971,441,2654,43,20.9,1.3,4,0.6,29.5,1.7,9.6,0.7,13.7,1,18.1,0.1,20.8,0,19.5,0.9,6.7,0.8,1.8,0.3,25,0.3,20.9,1.2,11.8,0.8,2.8,0.4,4,0.6,1.5,0,0.3485,0.1364,0.7727,0.3485,0.7273,2.3334,0.4545,0.3182,0.697,0.7273,0.6364,0.5152,2.8941,0.803,0.2879,0.2879,0.2879,0.8939,0.3939,0.6515,0.2273,0.2424,2.409,0.4242,7.9244,0.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178356,7029,779,18507,691,12980,0,3681,359,405,150,237,43,8267,836,1235,650,9.4,1,10.2,0.4,7.2,0,2,0.2,0.2,0.1,0.1,0.1,4.6,0.5,0.7,0.4,County,State,Florida,FL,12005,Bay County,67,371,Bay County,county,FL,FL,"Panama City, FL",12,5,307389.4903,314997.7323,324081.4732,332645.5954,339920.8284,346116.127,350213.5779,351895.8991,351646.0204,351432.7896,351571.7201,351745.0124,557,-7,Oscillating Cold Spot,6.666666667,43.33333333,0,1,0,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.250839983,0.214293124,
22,51,12,87,295759,0500000US12087,12087,Monroe,Monroe County,FL,Florida,6,2546045482,11153864045,12,Florida,FL,12087,Monroe County,12087,"Monroe County, Florida",983.0329465,82044,0,54034,76,34388,592,14563,1255,1479,288,10426,769,4993,533,12280,889,19297,91,12862,34,8601,719,1553,319,4815,721,29705,208,7022,592,4778,431,1542,293,2307,365,1662,43,18,1.5,3.4,0.6,30.3,2.2,7.8,0.8,15.4,1.1,23.5,0.1,15.7,0.1,10.8,0.9,4.5,0.9,6.1,0.9,36.2,0.3,12.9,1.1,8.8,0.8,4.5,0.5,6.7,1,2,0.1,0.1667,0.0455,0.8182,0.197,0.8485,2.0759,0.3182,0.6212,0.1061,0.0303,0.2576,0.8636,1.8788,0.0909,0.6515,0.6515,0.6515,0.6818,0.3182,0.8636,0.7576,0.3636,2.9848,0.7879,7.591,0.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80593,4295,581,5069,377,21068,0,783,136,9,17,124,148,2248,329,404,187,12.5,1.6,6.2,0.5,25.7,0,1,0.2,0,0.1,0.2,0.2,2.7,0.4,0.5,0.2,County,State,Florida,FL,12087,Monroe County,1214,698,Monroe County,county,FL,FL,"Key West, FL",12,87,835370.7948,863512.0852,896985.5503,931334.8051,964495.886,991461.8184,1004849.837,1005284.096,998053.8618,992691.9994,989527.5258,986694.3676,6394,-7,Oscillating Cold Spot,10,43.33333333,-0.107411493,0.914462537,0,3,0,1,0.1,0.3,0,32186.9444,64749961.86,9.780309732,0.317395735,
34,52,12,43,295743,0500000US12043,12043,Glades,Glades County,FL,Florida,6,2089659352,467293938,12,Florida,FL,12043,Glades County,12043,"Glades County, Florida",806.8216551,12179,0,6554,33,4637,249,4021,570,206,118,1058,240,2573,370,2295,379,3266,142,1763,156,2110,239,199,108,665,304,5243,57,0,32,3331,344,229,140,91,62,1444,50,36.9,5.2,5.4,3,22.8,5,26.9,3.7,20.9,3.4,26.8,1.2,14.5,1.3,19.2,2.2,4.2,2.3,5.7,2.6,43,0.5,0,0.5,50.8,5.2,5,2.1,2,1.3,11.9,0.4,0.9242,0.5909,0.3485,0.9697,0.9848,3.8181,0.8939,0.803,0.0455,0.697,0.1515,0.8182,2.5152,0.5152,0.7576,0.7576,0.7576,0,1,0.9242,0.0152,0.8485,2.7879,0.5909,9.8788,0.8788,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,9088,1153,262,1847,14,2700,0,63,69,430,71,0,23,111,79,92,101,24.9,5.1,15.2,0.1,22.2,0,0.5,0.6,3.5,0.6,0,0.4,0.9,0.6,0.8,0.8,County,State,Florida,FL,12043,Glades County,1042,2337,Glades County,county,FL,FL,0,12,43,203352.0995,208723.9819,216110.8464,223621.054,230447.9532,236699.1669,241487.2206,244181.7915,244576.4202,244271.1354,243812.735,242811.5394,4703,0,No Pattern Detected,30,56.66666667,-0.465151758,0.641822784,0,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.276890761,0.232419072,
36,53,12,51,307626,0500000US12051,12051,Hendry,Hendry County,FL,Florida,6,2993896404,86578552,12,Florida,FL,12051,Hendry County,12051,"Hendry County, Florida",1155.949389,39902,0,15227,32,13289,365,14756,1251,1112,372,4059,589,7806,872,8489,1102,5340,138,10129,67,4797,659,1300,344,5051,828,28355,246,224,150,5173,641,510,238,976,355,2230,62,37.7,3.2,5.8,1.9,30.5,4.4,30.5,3.3,21.7,2.8,13.4,0.3,25.4,0.2,12.2,1.7,9.8,2.6,13.6,2.2,71.1,0.6,1.5,1,34,4.2,3.8,1.6,7.3,2.7,5.6,0.2,0.9545,0.6818,0.8485,1,1,4.4848,1,0.0303,0.9848,0.1515,0.9848,0.9848,3.1362,0.9394,0.9697,0.9697,0.9697,0.2879,0.7121,0.803,0.9091,0.5909,3.303,0.9545,11.8937,0.9848,1,0,0,1,1,3,0,1,0,1,1,3,1,1,0,0,0,1,0,1,8,38060,2578,429,4129,173,22789,0,373,30,465,66,0,31,599,347,0,31,19.4,3.3,10.3,0.4,57.1,0,0.9,0.1,1.2,0.2,0,0.1,1.5,0.9,0,0.1,County,State,Florida,FL,12051,Hendry County,1093,1214,Hendry County,county,FL,FL,"Clewiston, FL",12,51,213308.2875,218714.9854,224977.9694,230645.0567,236134.6907,241224.0453,245634.5772,248365.1455,249728.9682,250548.6003,250661.6114,250032.4776,5151,-7,Oscillating Cold Spot,13.33333333,60,-0.590794771,0.554657942,0,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.751561843,0.279019803,
20,54,12,3,306920,0500000US12003,12003,Baker,Baker County,FL,Florida,6,1515738969,9686120,12,Florida,FL,12003,Baker County,12003,"Baker County, Florida",585.2298482,27969,0,9890,37,9004,228,5346,1094,595,258,1843,398,2812,467,2805,666,4170,181,6575,88,3822,396,641,260,92,146,6127,354,59,79,3446,467,198,119,363,157,2970,62,21.5,4.4,4.9,2.1,20.5,4.4,14.9,2.5,11.3,2.7,14.9,0.6,23.5,0.3,15.4,1.6,7.1,2.9,0.3,0.6,21.9,1.3,0.6,0.8,34.8,4.7,2.2,1.2,4,1.7,10.6,0.2,0.3939,0.4545,0.1667,0.6515,0.3636,2.0302,0.2727,0.1212,0.9545,0.3636,0.7424,0.0152,2.1969,0.2576,0.1667,0.1667,0.1667,0.0909,0.7424,0.4848,0.2273,0.803,2.3484,0.3485,6.7422,0.2273,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,24508,1237,292,3217,305,883,0,195,69,51,64,0,28,1770,467,11,22,13.7,3.2,11.5,1.1,3.2,0,0.7,0.2,0.2,0.2,0,0.2,6.3,1.7,0,0.1,County,State,Florida,FL,12003,Baker County,378,1544,Baker County,county,FL,FL,"Jacksonville, FL",12,3,281079.3869,285657.5149,290788.234,296782.4395,302421.2835,307492.5198,309404.085,309249.7695,307387.3442,305933.3811,304863.0572,303446.2849,593,7,Oscillating Hot Spot,30,23.33333333,3.725987404,0.000194552,3,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,1.713377314,0.143024953,
16,56,12,85,308550,0500000US12085,12085,Martin,Martin County,FL,Florida,6,1408493389,542089457,12,Florida,FL,12085,Martin County,12085,"Martin County, Florida",543.8221145,159399,0,81593,69,66724,950,26747,2001,3083,480,16449,1017,9404,856,15042,1377,50676,91,25580,0,22202,1280,2177,327,3596,789,37122,548,11881,874,7447,685,699,246,3241,475,4033,40,17.2,1.3,4.4,0.7,24.7,1.5,7.6,0.7,9.6,0.9,31.8,0.1,16,0,14.2,0.8,3.3,0.5,2.3,0.5,23.3,0.3,14.6,1.1,9.1,0.8,1,0.3,4.9,0.7,2.5,0,0.1212,0.2576,0.4848,0.1667,0.1364,1.1667,0.1061,0.8939,0.1515,0.2727,0.0455,0.6061,1.9697,0.1212,0.2424,0.2424,0.2424,0.7576,0.3485,0.0303,0.4697,0.4848,2.0909,0.2727,5.4697,0.1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171799,6275,709,7935,382,22778,0,2359,195,126,108,3,9,3363,559,558,367,9.4,1.1,5,0.2,14.3,0,1.5,0.1,0.1,0.1,0,0.1,2.1,0.4,0.4,0.2,County,State,Florida,FL,12085,Martin County,1176,424,Martin County,county,FL,FL,"Port St. Lucie, FL",12,85,393073.5909,403540.4028,416470.6985,430763.0491,444689.4806,456089.0304,462690.3027,464818.975,463655.8562,462507.9719,462163.6314,462702.8987,4710,-7,Oscillating Cold Spot,13.33333333,66.66666667,0.488893029,0.624917433,0,1,0,1,0.033333333,0.179505494,0,32186.9442,64749961.06,2.035874501,0.159830692,
41,59,12,86,295755,0500000US12086,12086,Miami-Dade,Miami-Dade County,FL,Florida,6,4920781679,1267531174,12,Florida,FL,12086,Miami-Dade County,12086,"Miami-Dade County, Florida",1899.923649,2688237,0,1075278,339,952680,2932,695047,12966,64439,2723,378254,5540,332566,6277,400515,8501,446559,82,540286,60,271544,5033,69897,2417,522116,7588,2337839,1672,423309,4565,13897,1143,62185,2352,92824,2837,46707,486,26.3,0.5,4.6,0.2,39.7,0.6,17.3,0.3,15,0.3,16.6,0.1,20.1,0.1,10.2,0.2,7.4,0.3,20.6,0.3,87,0.1,39.3,0.4,1.3,0.1,6.5,0.2,9.7,0.3,1.7,0,0.6061,0.3182,1,0.7424,0.803,3.4697,0.8636,0.2273,0.5909,0,0.7879,1,2.6061,0.6061,1,1,1,1,0,0.9848,0.9848,0.2727,3.2423,0.9242,10.3181,0.8939,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,2655208,146223,3333,399445,2378,1848739,0,39384,802,1832,265,483,177,37363,2660,10593,1295,15.3,0.4,14.9,0.1,68.8,0,1.5,0.1,0.1,0.1,0,0.1,1.4,0.1,0.4,0.1,County,State,Florida,FL,12086,Miami-Dade County,2964,7,Miami-Dade County,county,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",12,86,404089.2273,413937.0966,425801.7217,437344.4458,447666.4285,456762.5064,463917.8758,468927.2186,471522.9831,473205.6463,474653.7635,476385.5922,6220,-7,Oscillating Cold Spot,3.333333333,53.33333333,-0.285729472,0.775085331,0,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,4.592382766,0.469863168,
2,60,12,59,295735,0500000US12059,12059,Holmes,Holmes County,FL,Florida,6,1240232909,26393540,12,Florida,FL,12059,Holmes County,12059,"Holmes County, Florida",478.856407,19529,0,8635,22,7069,221,5258,693,373,138,1392,256,2441,412,2903,451,3946,69,3996,61,3353,320,502,207,138,111,2891,136,58,53,3155,356,189,88,364,102,1724,34,29.6,3.9,4.7,1.7,19.7,3.6,17.3,2.9,16.3,2.5,20.2,0.4,20.5,0.3,18.8,1.8,7.1,2.9,0.7,0.6,14.8,0.7,0.6,0.6,36.5,4.1,2.7,1,5.1,1.4,8.8,0.2,0.7576,0.3636,0.1061,0.7424,0.8939,2.8636,0.6515,0.4697,0.6515,0.6515,0.7424,0.1061,2.6212,0.6364,0.0303,0.0303,0.0303,0.0909,0.7727,0.6061,0.5152,0.7576,2.7425,0.5758,8.2576,0.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16868,1674,245,1269,120,631,0,125,82,122,107,48,46,671,227,25,40,23.7,3.3,6.5,0.6,3.2,0,0.6,0.4,0.6,0.5,0.2,0.2,3.4,1.2,0.1,0.2,County,State,Florida,FL,12059,Holmes County,1094,1898,Holmes County,county,FL,FL,0,12,59,174262.5271,177639.9201,182078.5763,186466.7144,190315.172,194474.4054,196279.8122,196274.5157,193467.5477,190047.479,185760.8514,181977.1635,285,-7,Oscillating Cold Spot,16.66666667,43.33333333,-1.922406671,0.054554607,-1,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,1.750198794,0.119470249,
14,61,12,35,308547,0500000US12035,12035,Flagler,Flagler County,FL,Florida,6,1259229649,219207667,12,Florida,FL,12035,Flagler County,12035,"Flagler County, Florida",486.1910856,117515,0,56326,52,47549,607,20229,1794,1887,376,12906,1009,7037,853,13209,1466,36297,66,19306,33,17989,1227,2036,387,2660,632,31319,459,3887,477,2237,342,315,127,1703,367,715,18,17.4,1.5,3.8,0.7,27.1,2.1,7.7,0.9,11.3,1.3,30.9,0.1,16.4,0.1,15.4,1,4.2,0.8,2.3,0.6,26.7,0.4,6.9,0.8,4,0.6,0.6,0.2,3.6,0.8,0.6,0,0.1515,0.1212,0.6364,0.1818,0.3636,1.4545,0.1515,0.8788,0.1667,0.3636,0.1515,0.6061,2.1667,0.2273,0.3485,0.3485,0.3485,0.5909,0.0758,0,0.1364,0.0152,0.8183,0,4.788,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96697,8459,823,10770,448,13212,0,2776,363,163,116,132,173,3854,577,412,334,17.8,1.7,9.2,0.4,11.2,0,2.4,0.3,0.1,0.1,0.1,0.1,3.3,0.5,0.4,0.3,County,State,Florida,FL,12035,Flagler County,1707,547,Flagler County,county,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL",12,35,347669.9029,354812.2744,363156.7976,372163.9447,380948.0726,388780.4783,393769.1424,395464.9065,394217.5317,391569.8425,388657.0901,385563.7695,1675,0,No Pattern Detected,6.666666667,40,1.884033295,0.059560472,1,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,1.566580189,0.122240207,
7,62,12,133,295762,0500000US12133,12133,Washington,Washington County,FL,Florida,6,1514305979,81008171,12,Florida,FL,12133,Washington County,12133,"Washington County, Florida",584.6765671,25014,0,10874,52,9095,296,7948,835,433,164,1960,343,3087,451,3231,560,4363,53,4991,29,4573,534,841,222,223,162,5917,133,90,51,4037,343,178,91,263,115,2754,45,35.8,3.8,4.8,1.8,21.6,3.7,16.9,2.5,14.4,2.5,17.4,0.2,20,0.1,20.4,2.4,9.2,2.4,0.9,0.7,23.7,0.5,0.8,0.5,37.1,3.2,2,0.8,2.9,1.2,11,0.2,0.9091,0.4242,0.2727,0.7273,0.7727,3.106,0.8182,0.2727,0.5758,0.8485,0.9697,0.2121,2.8788,0.7879,0.2576,0.2576,0.2576,0.1818,0.7879,0.303,0.0455,0.8333,2.1515,0.3182,8.3939,0.5758,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,22407,1530,264,3495,195,1090,0,251,27,274,78,0,28,794,221,13,21,16.8,2.8,14,0.8,4.4,0,1,0.1,1.1,0.3,0,0.2,3.2,0.9,0.1,0.1,County,State,Florida,FL,12133,Washington County,3050,1653,Washington County,county,FL,FL,0,12,133,195122.0667,198316.5768,202587.1536,206729.18,210270.2089,213609.9788,215136.6432,215168.9249,213790.4236,212868.354,211902.5325,211149.2568,285,-7,Oscillating Cold Spot,16.66666667,43.33333333,-1.922406671,0.054554607,-1,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.324256932,0.150057818,
5,63,12,67,295732,0500000US12067,12067,Lafayette,Lafayette County,FL,Florida,6,1407256302,11817999,12,Florida,FL,12067,Lafayette County,12067,"Lafayette County, Florida",543.3444727,8107,0,3403,171,2555,242,2392,597,272,138,478,163,1260,214,1010,337,1553,186,1476,162,1409,355,94,65,154,138,2474,276,27,29,1362,265,141,95,47,37,1357,33,35.4,8.8,8.6,4.5,18.7,6.1,21.5,3.8,15.1,5.1,19.2,2.3,18.2,2,21,5.3,3.7,2.5,2,1.8,30.5,3.4,0.8,0.9,40,7.9,5.6,2.8,1.8,1.5,16.7,0.4,0.8788,0.9242,0.0455,0.9091,0.8182,3.5758,0.8788,0.3636,0.3333,0.8939,0.0909,0.5606,2.2423,0.3485,0.5455,0.5455,0.5455,0.1818,0.8636,0.9394,0,0.9394,2.9242,0.7576,9.2878,0.8333,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,6682,358,155,1262,216,1082,207,2,5,0,21,0,21,128,135,0,21,14,5.7,15.6,2.7,13.3,2.5,0,0.1,0,0.6,0,0.6,1.6,1.7,0,0.6,County,State,Florida,FL,12067,Lafayette County,2769,2631,Lafayette County,county,FL,FL,0,12,67,229718.1049,233306.5665,236733.2001,240613.5269,245662.7136,251241.1047,253725.9096,252500.1463,248673.4256,244937.12,241178.6469,237877.3079,1205,-6,Sporadic Cold Spot,0,50,-0.846728129,0.397146685,0,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,1.868433064,0.132641475,
