Join_Count,TARGET_FID,STATEFP,COUNTYFP,COUNTYNS,GEOIDFQ,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME_1,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME,RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,LOCATION_1,CATEGORY,PATTERN,PERC_HOT,PERC_COLD,TREND_Z,TREND_P,TREND_BIN,SUM_VALUE,MIN_VALUE,MAX_VALUE,MEAN_VALUE,STD_VALUE,MED_VALUE,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area,
6,31,12,47,295736,0500000US12047,12047,Hamilton,Hamilton County,FL,Florida,6,1332018549,12330813,12,Florida,FL,12047,Hamilton County,12047,"Hamilton County, Florida",514.2950258,13492,0,5630,36,4300,208,3976,453,373,149,984,204,2285,245,1634,340,2564,60,2714,41,2101,334,341,104,206,140,6068,12,72,74,2408,235,141,91,258,92,2679,51,37.2,4.2,9.2,3.8,22.9,4.6,22.9,2.4,15.1,3.1,19,0.4,20.1,0.3,19.4,3.1,7.9,2.4,1.6,1.1,45,0.1,1.2,1.3,42.8,4.1,3.2,1.6,6,2.2,19.9,0.4,0.9394,0.9848,0.3636,0.9545,0.8182,4.0605,0.9394,0.3485,0.5909,0.7121,0.8788,0.4697,3,0.8636,0.7727,0.7727,0.7727,0.2424,0.9091,0.7121,0.697,0.9848,3.5454,1,11.3786,0.9545,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,12564,1102,168,4222,115,1445,0,69,58,100,40,0,23,232,93,0,23,25.6,3.7,31.3,0.9,10.7,0,0.5,0.4,0.7,0.3,0,0.4,1.7,0.7,0,0.4,County,State,Florida,FL,12047,Hamilton County,2315,2226,Hamilton County,county,FL,FL,0,12,47,152138.1013,156030.1033,161226.8445,166317.7841,171294.0458,176281.4788,180263.3143,182493.4338,183147.503,183068.5529,182646.6713,181996.4342,583,0,No Pattern Detected,6.666666667,0,-1.030224897,0.302904459,0,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.260752134,0.126274655,
7,32,12,117,303665,0500000US12117,12117,Seminole,Seminole County,FL,Florida,6,801287619,93136452,12,Florida,FL,12117,Seminole County,12117,"Seminole County, Florida",309.3792778,471321,0,194744,139,183487,905,74354,3533,11142,1045,54105,2125,20517,1351,47115,2453,75622,25,97621,49,53086,1760,11736,1049,13531,1197,202377,935,29514,1513,4535,444,4683,562,7222,707,4404,226,15.9,0.8,4.3,0.4,29.5,1.1,6.1,0.4,10.1,0.5,16,0.1,20.7,0.1,11.3,0.4,6.4,0.6,3,0.3,42.9,0.2,15.2,0.8,2.3,0.2,2.5,0.3,3.9,0.4,0.9,0,0.0758,0.1818,0.7727,0.0303,0.197,1.2576,0.1212,0.1667,0.6818,0.0758,0.5909,0.7121,2.2273,0.3182,0.7424,0.7424,0.7424,0.7727,0.0152,0.5606,0.197,0.0455,1.591,0.0909,5.8183,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463955,12685,1021,51947,1256,108146,0,23445,655,389,161,186,105,16126,1436,2138,726,6.9,0.6,11,0.3,22.9,0,5,0.1,0.1,0.1,0,0.1,3.4,0.3,0.5,0.2,County,State,Florida,FL,12117,Seminole County,2538,152,Seminole County,county,FL,FL,"Orlando-Kissimmee-Sanford, FL",12,117,340826.278,349119.4609,358761.1446,368399.2951,377111.5241,384767.9718,390090.7924,392847.8114,393353.6161,393105.3602,392729.733,392412.3355,2653,0,No Pattern Detected,16.66666667,16.66666667,1.485938364,0.137295425,0,3,0,1,0.1,0.3,0,32186.9444,64749961.86,1.532756812,0.082595203,
4,33,12,121,295729,0500000US12121,12121,Suwannee,Suwannee County,FL,Florida,6,1783430092,9505389,12,Florida,FL,12121,Suwannee County,12121,"Suwannee County, Florida",688.5859254,43881,0,18948,32,15453,448,11388,1409,995,307,3064,542,4883,662,5512,759,9281,278,9317,77,8701,823,700,240,493,207,11180,189,381,205,9491,679,425,163,919,295,1719,35,27.4,3.4,5.5,1.6,19.8,3.5,15.7,2.1,13,1.8,21.2,0.6,21.2,0.2,20.6,1.9,4.5,1.5,1.2,0.5,25.5,0.4,2,1.1,50.1,3.6,2.8,0.9,5.9,1.9,3.9,0.1,0.6667,0.6061,0.1212,0.6818,0.6212,2.697,0.5758,0.5303,0.7424,0.8636,0.2576,0.3182,2.7121,0.6818,0.303,0.303,0.303,0.303,0.9697,0.6515,0.6667,0.5606,3.1515,0.8636,8.8636,0.6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37867,2601,522,4912,402,4547,0,245,109,9,13,0,31,1422,436,45,41,16.8,3.4,11.2,0.9,10.4,0,0.6,0.2,0,0.1,0,0.1,3.2,1,0.1,0.1,County,State,Florida,FL,12121,Suwannee County,2570,1121,Suwannee County,county,FL,FL,0,12,121,242046.4436,244808.713,247614.6476,251012.724,254821.4625,258846.8496,260594.026,260113.7786,256936.693,253406.3797,249948.8921,248342.2246,762,0,No Pattern Detected,6.666666667,23.33333333,1.880576177,0.060029595,1,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.116283525,0.167953969,
13,34,12,49,295746,0500000US12049,12049,Hardee,Hardee County,FL,Florida,6,1651297014,1472455,12,Florida,FL,12049,Hardee County,12049,"Hardee County, Florida",637.5690797,25528,0,9837,24,8127,303,9836,1194,852,225,2090,382,3658,474,3459,505,4007,93,6490,27,3418,350,605,266,1696,427,13903,116,293,178,2377,310,639,198,399,152,1954,33,41.6,5,8.7,2.2,25.7,4.6,22.1,2.9,14.5,2.1,15.7,0.4,25.4,0.1,14.3,1.5,7.4,3.3,7.1,1.8,54.5,0.5,2.9,1.8,24.2,3.1,7.8,2,4.9,1.9,7.7,0.1,1,0.9394,0.5758,0.9242,0.7879,4.2273,0.9697,0.1364,0.9848,0.2879,0.7879,0.8939,3.0909,0.9242,0.9091,0.9091,0.9091,0.4091,0.6212,1,0.4697,0.697,3.197,0.9091,11.4243,0.9697,1,1,0,1,0,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,6,24361,2092,309,1628,243,11310,0,270,44,3,6,0,28,645,264,47,73,25.7,3.7,6.4,1,44.3,0,1.1,0.2,0,0.1,0,0.2,2.5,1,0.2,0.3,County,State,Florida,FL,12049,Hardee County,1076,1624,Hardee County,county,FL,FL,"Wauchula, FL",12,49,177915.2635,182635.5326,187827.7299,191930.2691,194912.8607,197907.4852,200331.4594,202267.8988,202854.2596,202919.9711,202532.872,201883.5963,4158,-7,Oscillating Cold Spot,16.66666667,56.66666667,0.072243292,0.942408293,0,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,1.600178119,0.15095715,
46,35,12,105,295747,0500000US12105,12105,Polk,Polk County,FL,Florida,6,4657106267,549837376,12,Florida,FL,12105,Polk County,12105,"Polk County, Florida",1798.136532,736229,0,320023,212,264145,2039,185406,5644,15557,1203,75489,2511,66710,2043,94385,3995,146515,21,161066,70,102772,2512,16444,1108,34249,2091,335674,920,19116,1311,65545,1960,8827,858,13778,927,15321,409,25.7,0.8,4.6,0.4,28.6,0.9,13.1,0.4,13,0.5,19.9,0.1,21.9,0.1,14.1,0.3,6.2,0.4,4.9,0.3,45.6,0.1,6,0.4,20.5,0.6,3.3,0.3,5.2,0.4,2.1,0.1,0.5909,0.3182,0.7121,0.5758,0.6212,2.8182,0.6212,0.4242,0.8636,0.2576,0.5303,0.803,2.8787,0.7727,0.803,0.803,0.803,0.5303,0.5758,0.7273,0.5758,0.3939,2.8031,0.6515,9.303,0.8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708238,38967,1685,105841,1532,192804,0,12503,667,1063,259,246,158,18896,1578,4321,955,14.8,0.6,14.4,0.2,26.2,0,1.7,0.1,0.1,0.1,0,0.1,2.6,0.2,0.6,0.1,County,State,Florida,FL,12105,Polk County,285,93,Polk County,county,FL,FL,"Lakeland-Winter Haven, FL",12,105,271579.1347,278947.262,287099.3586,295514.577,303172.5495,310270.0059,315304.698,318173.1275,318793.7583,318264.9415,317216.6664,315638.224,3269,-7,Oscillating Cold Spot,16.66666667,46.66666667,-0.734096179,0.462890128,0,17,0,4,0.566666667,1.085766498,0,32186.9444,64749961.86,3.714994679,0.477482995,
34,36,12,91,306915,0500000US12091,12091,Okaloosa,Okaloosa County,FL,Florida,6,2408331330,820578555,12,Florida,FL,12091,Okaloosa County,12091,"Okaloosa County, Florida",929.8615235,212021,0,101408,87,83334,894,37398,2497,3239,523,23247,1329,10188,912,22510,1691,34564,73,47292,0,30738,1313,4768,594,3626,782,60954,869,17226,859,4715,575,1809,363,3097,450,5278,88,18.1,1.2,3.3,0.5,27.9,1.6,7,0.6,11.4,0.8,16.3,0.1,22.3,0,15.6,0.7,5.7,0.7,1.8,0.4,28.7,0.4,17,0.8,4.6,0.6,2.1,0.4,3.7,0.5,2.5,0,0.2121,0.0303,0.6818,0.0758,0.3939,1.3939,0.1364,0.1818,0.9091,0.4091,0.5152,0.5152,2.5304,0.5303,0.4545,0.4545,0.4545,0.8182,0.1061,0.4394,0.1667,0.4848,2.0152,0.2424,6.394,0.2121,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,220608,7848,746,19679,787,21317,0,6784,472,250,83,237,126,11773,1169,914,302,9.4,0.9,9.3,0.4,10.1,0,3.2,0.2,0.1,0.1,0.1,0.1,5.6,0.6,0.4,0.1,County,State,Florida,FL,12091,Okaloosa County,2460,325,Okaloosa County,county,FL,FL,"Crestview-Fort Walton Beach-Destin, FL",12,91,332672.4536,338812.1363,345657.4654,352642.255,359561.1014,365381.7291,368706.8287,369269.8968,368319.9397,367406.7522,366811.58,366108.1873,7,0,No Pattern Detected,23.33333333,46.66666667,1.143404183,0.252870836,0,20,0,5,0.666666667,1.445298893,0,32186.9444,64749961.86,2.0282885,0.242536719,
6,37,12,89,295730,0500000US12089,12089,Nassau,Nassau County,FL,Florida,6,1680075565,200050173,12,Florida,FL,12089,Nassau County,12089,"Nassau County, Florida",648.680535,91538,0,42121,55,36336,604,12446,1482,1768,502,7531,746,5540,731,7139,1150,21041,98,17888,0,15736,1250,1744,412,389,213,13647,398,2732,374,7982,724,453,202,1102,287,885,30,13.7,1.6,4.1,1.2,20.7,2,8.2,1.1,7.9,1.3,23,0.1,19.5,0,17.4,1.4,4.8,1.1,0.4,0.2,14.9,0.4,6.5,0.9,19,1.7,1.2,0.5,3,0.8,1,0,0.0152,0.1515,0.1818,0.2424,0.0455,0.6364,0.0152,0.5909,0.4697,0.5606,0.3182,0.0455,1.9849,0.1364,0.0455,0.0455,0.0455,0.5606,0.5455,0.0606,0.0606,0.0909,1.3182,0.0303,3.985,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74876,2578,473,5001,350,4579,0,903,200,236,84,28,36,2458,587,442,267,7.1,1.3,5.5,0.4,5,0,1,0.2,0.3,0.1,0,0.1,2.7,0.6,0.5,0.3,County,State,Florida,FL,12089,Nassau County,1251,667,Nassau County,county,FL,FL,"Jacksonville, FL",12,89,405570.0894,415375.1045,427575.0674,439942.0388,451966.4166,462287.2787,468858.7513,471015.3767,469944.0071,468483.1029,467209.8786,465653.9774,243,0,No Pattern Detected,0,0,0.590537255,0.55483052,0,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.749529313,0.163214665,
11,38,12,39,306918,0500000US12039,12039,Gadsden,Gadsden County,FL,Florida,6,1337405282,31475262,12,Florida,FL,12039,Gadsden County,12039,"Gadsden County, Florida",516.3748542,43746,0,18946,45,15885,386,14519,1296,734,228,3745,489,6020,576,5828,770,8416,90,9673,0,8195,763,1339,286,1022,293,29866,127,212,127,5193,506,319,110,1555,309,3671,75,35.5,3.2,4.3,1.3,23.6,3,19.7,1.9,14.2,1.9,19.2,0.2,22.1,0,19.9,1.9,8.4,1.8,2.5,100,68.3,0.3,1.1,0.7,27.4,2.7,2,0.6,9.8,1.9,8.4,0.2,0.8939,0.1818,0.4091,0.8485,0.7576,3.0909,0.7879,0.3636,0.8788,0.7424,0.9394,0.6818,3.606,1,0.9545,0.9545,0.9545,0.2273,0.6364,0.303,1,0.7273,2.894,0.7273,10.5454,0.9091,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,3,41305,4467,467,23853,380,4874,0,17,22,144,130,0,31,943,354,35,35,28.1,2.8,54.5,0.9,11.1,0,0,0.1,0.3,0.3,0,0.1,2.2,0.8,0.1,0.1,County,State,Florida,FL,12039,Gadsden County,1717,1105,Gadsden County,county,FL,FL,"Tallahassee, FL",12,39,149342.4811,153022.979,157443.895,161700.7036,164863.8742,168208.9356,171522.0984,174804.8835,177004.7634,177837.1681,177750.8444,177142.9103,388,7,Oscillating Hot Spot,53.33333333,13.33333333,3.340351047,0.000836726,3,1,0,1,0.033333333,0.179505494,0,32186.9444,64749961.86,2.035685314,0.128731962,
18,39,12,95,295750,0500000US12095,12095,Orange,Orange County,FL,Florida,6,2338738374,260147532,12,Florida,FL,12095,Orange County,12095,"Orange County, Florida",902.9242877,1427403,0,565109,212,491378,2508,322345,8960,42585,2177,165959,3845,101997,3624,178889,5780,177634,148,308436,0,159150,4348,33609,1603,97361,4543,891681,2554,130475,3152,18204,1188,18127,1289,25710,1687,38077,364,23.2,0.6,5.5,0.3,33.8,0.8,10.6,0.4,12.6,0.4,12.4,0.1,21.6,0,11.2,0.3,6.9,0.3,7.2,0.3,62.5,0.2,23.1,0.6,3.2,0.2,3.7,0.2,5.2,0.3,2.7,0,0.4545,0.6061,0.9545,0.4394,0.5455,3,0.7121,0,0.8182,0.0606,0.6667,0.9091,2.4546,0.4848,0.9242,0.9242,0.9242,0.9242,0.0606,0.7879,0.5758,0.5303,2.8788,0.7121,9.2576,0.8182,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,1639906,38694,1803,276200,2739,469883,0,74033,1337,1186,315,1162,361,56818,3751,12399,1699,7.9,0.4,19.3,0.2,32.9,0,5.2,0.1,0.1,0.1,0.1,0.1,4,0.3,0.9,0.1,County,State,Florida,FL,12095,Orange County,1287,28,Orange County,county,FL,FL,"Orlando-Kissimmee-Sanford, FL",12,95,342194.1235,350555.0172,360189.2867,370129.1857,379399.6678,387531.8507,393053.0366,396108.6748,396860.9266,396754.7071,396239.1802,395167.0402,2741,0,No Pattern Detected,13.33333333,23.33333333,1.645219645,0.099924524,1,3,0,1,0.1,0.3,0,32186.9444,64749961.86,2.698382071,0.239594352,
23,40,12,45,306917,0500000US12045,12045,Gulf,Gulf County,FL,Florida,6,1433456928,624416742,12,Florida,FL,12045,Gulf County,12045,"Gulf County, Florida",553.4605864,15002,0,8984,57,5648,318,2891,461,238,116,1298,263,1695,267,1150,256,3493,100,2242,155,2851,395,311,137,76,104,3382,66,223,124,1657,274,125,73,227,128,2620,124,23.4,3.7,4.3,2.1,23,4.5,14.3,2.2,9.3,2.1,23.3,0.7,14.9,1,23,3.2,5.5,2.4,0.5,0.7,22.5,0.4,2.5,1.4,18.4,3,2.3,0.8,4,2.2,17.5,0.8,0.4848,0.1818,0.3788,0.6364,0.1212,1.803,0.1818,0.6061,0.0758,0.9394,0.4697,0.0606,2.1516,0.2121,0.2121,0.2121,0.2121,0.3788,0.5303,0.5303,0.2273,0.9545,2.6212,0.5152,6.7879,0.2424,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,13989,914,188,2218,89,590,0,57,37,39,31,0,23,467,128,11,19,16.2,3.2,14.8,0.6,3.9,0,0.4,0.2,0.3,0.2,0,0.3,3.1,0.9,0.1,0.1,County,State,Florida,FL,12045,Gulf County,169,2145,Gulf County,county,FL,FL,0,12,45,335223.2846,343411.5554,352580.5303,361049.2699,368873.4237,376388.2188,381151.0505,383951.922,385005.8578,386100.633,386962.8298,387541.2534,1003,0,No Pattern Detected,36.66666667,6.666666667,1.445813985,0.148229382,0,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,2.467807753,0.137470354,
20,41,12,15,295742,0500000US12015,12015,Charlotte,Charlotte County,FL,Florida,6,1764086777,689242503,12,Florida,FL,12015,Charlotte County,12015,"Charlotte County, Florida",681.1174328,189900,0,111330,74,84671,1102,35168,1917,4087,585,22854,1268,12712,916,19082,1510,76614,105,22419,0,40348,1932,2993,566,2437,521,33623,455,10433,805,12272,807,1067,247,3812,550,4007,94,18.9,1,5.7,0.8,27,1.5,8.1,0.6,10.2,0.8,40.3,0.1,11.8,0,21.7,1,3.5,0.7,1.3,0.3,17.7,0.2,9.4,0.7,11,0.7,1.3,0.2,4.5,0.6,2.1,0,0.2576,0.6515,0.6212,0.2121,0.2121,1.9545,0.2576,0.9848,0.0152,0.9091,0.0606,0.3636,2.3333,0.4091,0.1061,0.1061,0.1061,0.6212,0.3788,0.1212,0.3333,0.3939,1.8484,0.2121,6.2423,0.1818,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,180463,8565,831,9634,440,15266,0,2416,194,226,107,72,60,5347,651,662,262,10.1,1,5.1,0.2,8,0,1.3,0.1,0.1,0.1,0,0.1,2.8,0.3,0.3,0.1,County,State,Florida,FL,12015,Charlotte County,2650,359,Charlotte County,county,FL,FL,"Punta Gorda, FL",12,15,319749.6814,328078.9036,338018.4245,348684.2716,359772.1798,369741.0474,376395.7425,378949.1676,377983.3391,375934.7908,373787.0059,371619.5714,4875,-7,Oscillating Cold Spot,26.66666667,63.33333333,-1.487528453,0.136875294,0,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,2.559305085,0.174747554,
8,42,12,7,303634,0500000US12007,12007,Bradford,Bradford County,FL,Florida,6,761368539,16898784,12,Florida,FL,12007,Bradford County,12007,"Bradford County, Florida",293.9659156,27816,0,10771,47,9067,372,6787,1044,656,272,2576,453,3600,409,2615,430,4955,111,5474,62,4346,518,714,280,14,109,7633,118,530,200,3177,388,187,100,632,216,3769,55,28.4,4.4,5.8,2.4,28.4,4.9,17.9,2,10.9,1.8,17.8,0.4,19.7,0.2,18.1,2.2,7.9,3.1,0.1,0.4,27.4,0.4,4.9,1.9,29.5,3.6,2,0.9,7,2.3,13.5,0.2,0.7273,0.6818,0.697,0.7879,0.303,3.197,0.8485,0.303,0.5455,0.6061,0.8788,0,2.3334,0.4242,0.3636,0.3636,0.3636,0.5152,0.6818,0.303,0.8485,0.8939,3.2424,0.9394,9.1364,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24224,1496,301,4800,349,1315,0,260,8,17,16,0,28,1235,354,6,10,16.5,3.2,17.3,1.3,4.7,0,0.9,0.1,0.1,0.1,0,0.2,4.4,1.3,0,0.1,County,State,Florida,FL,12007,Bradford County,2148,1545,Bradford County,county,FL,FL,0,12,7,198624.0116,203851.9298,210096.3042,215735.6193,220961.1907,226317.2756,230469.9391,232280.0463,231407.9594,229787.2925,228301.3343,227038.7405,1221,0,No Pattern Detected,13.33333333,43.33333333,3.247366051,0.001164785,3,3,0,1,0.1,0.3,0,32186.9444,64749961.86,1.547870711,0.072745821,
0,43,12,103,295745,0500000US12103,12103,Pinellas,Pinellas County,FL,Florida,6,709091780,1535981840,12,Florida,FL,12103,Pinellas County,12103,"Pinellas County, Florida",273.7802,959918,0,516276,227,418716,2522,183629,5439,22435,1533,127341,2836,55868,2217,101670,3679,245332,47,150931,0,146750,3329,20259,1264,21073,1506,264800,1242,126015,2530,46611,1567,7834,725,28875,1326,22837,338,19.5,0.6,4.6,0.3,30.4,0.7,7.5,0.3,10.8,0.4,25.6,0.1,15.7,0,15.5,0.4,4.8,0.3,2.3,100,27.6,0.1,24.4,0.5,9,0.3,1.9,0.1,6.9,0.3,2.4,0,0.2879,0.3182,0.8333,0.1212,0.2576,1.8182,0.197,0.7727,0.1061,0.3939,0.3182,0.6061,2.197,0.2879,0.3939,0.3939,0.3939,0.9394,0.3333,0.2879,0.7879,0.4545,2.803,0.6212,7.2121,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,964502,50021,1901,94392,1360,99956,0,33372,712,1192,220,705,130,31506,1618,3677,765,11.9,0.5,9.8,0.1,10.4,0,3.5,0.1,0.1,0.1,0.1,0.1,3.3,0.2,0.4,0.1,County,State,Florida,FL,12103,Pinellas County,2480,51,Pinellas County,county,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",12,103,343477.4786,350923.7585,359828.1851,369449.3264,379051.5573,387953.896,393816.7842,396527.4016,396125.5081,394593.0959,392203.0712,389414.0859,,,,,,,,,,,,,,,,,2.290979476,0.077368037,
14,44,12,119,295740,0500000US12119,12119,Sumter,Sumter County,FL,Florida,6,1442996400,58752793,12,Florida,FL,12119,Sumter County,12119,"Sumter County, Florida",557.1406991,131832,0,76923,109,64305,1283,18318,1638,1541,364,12957,1169,8874,983,7391,902,76345,118,9405,68,22944,1611,1281,287,1172,290,20738,516,2748,716,9652,792,750,238,2231,454,8186,138,14.8,1.3,5.1,1.2,20.1,1.8,7.5,0.8,6,0.7,57.9,0.1,7.1,0.1,18.5,1.3,2,0.4,0.9,0.2,15.7,0.4,3.6,0.9,12.5,1,1.2,0.3,3.5,0.7,6.2,0.1,0.0455,0.4848,0.1364,0.1212,0,0.7879,0.0303,1,0,0.6364,0,0.2121,1.8485,0.0758,0.0606,0.0606,0.0606,0.4545,0.4091,0.0606,0.1061,0.6364,1.6667,0.1061,4.3637,0.0303,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,141600,6712,1072,8908,229,8062,0,1396,107,303,149,6,16,1465,366,598,471,10.4,1.6,6.8,0.2,6.1,0,1.1,0.1,0.2,0.1,0,0.1,1.1,0.3,0.5,0.4,County,State,Florida,FL,12119,Sumter County,1409,510,Sumter County,county,FL,FL,"The Villages, FL",12,119,363179.2811,372191.7952,382036.0701,393233.3232,404461.0729,414168.9097,420328.6107,422934.1532,422696.6437,421207.8559,419474.1446,417463.4106,2553,-7,Oscillating Cold Spot,16.66666667,53.33333333,1.903509209,0.056974133,1,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,2.138756154,0.138699962,
11,45,12,81,295744,0500000US12081,12081,Manatee,Manatee County,FL,Florida,6,1923744064,573084393,12,Florida,FL,12081,Manatee County,12081,"Manatee County, Florida",742.7614302,405069,0,208358,127,161656,1487,78356,4079,9669,909,44570,2048,28502,1516,48624,2872,114243,55,71417,47,58683,2043,6058,696,11806,1300,122435,509,29743,1439,29217,1333,3420,555,6389,727,5020,89,19.6,1,5.2,0.5,27.6,1.2,9.3,0.5,12.1,0.7,28.2,0.1,17.6,0.1,14.6,0.5,3.7,0.4,3,0.3,30.2,0.1,14.3,0.7,14,0.6,2.1,0.3,4,0.4,1.2,0,0.303,0.5303,0.6515,0.303,0.5152,2.303,0.4242,0.8333,0.2576,0.303,0.0909,0.7121,2.1969,0.2576,0.5303,0.5303,0.5303,0.7424,0.4545,0.4394,0.2273,0.1818,2.0454,0.2576,7.0756,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375422,16097,1315,32273,863,68333,0,8880,462,505,183,136,83,11222,1045,1086,397,10,0.8,8,0.2,16.9,0,2.2,0.1,0.1,0.1,0,0.1,2.8,0.3,0.3,0.1,County,State,Florida,FL,12081,Manatee County,1916,180,Manatee County,county,FL,FL,"North Port-Sarasota-Bradenton, FL",12,81,391281.0666,402782.6294,417187.7281,432832.3749,448139.3941,461020.2049,468903.3113,471790.1775,470237.2325,467347.8104,464508.5941,462361.6086,4158,-7,Oscillating Cold Spot,16.66666667,56.66666667,0.072243292,0.942408293,0,2,0,1,0.066666667,0.249443826,0,32186.9444,64749961.86,2.241253175,0.188139732,
